"","Cancer Site","Year","Tumour Type","Age","Region","Gender","Deprivation","Ethnicity - White","Ethnicity - Asian excl Chinese","Ethnicity - Black","Ethnicity - Chinese","Ethnicity - Mixed","Ethnicity - Other","Ethnicity - Unknown","Deprivation quintile 1 - most deprived","Deprivation quintile 2","Deprivation quintile 3","Deprivation quintile 4","Deprivation quintile 5 - least deprived","Death Certificate Only","Kaplan-Meier survival 36m"
"5510","Skin tumours","2022","Skin cancer","Age 60+","North East and Yorkshire","Male","All","486","0","0","0","0","0","7","69","82","86","129","127",".a",".a"
"5511","Skin tumours","2022","Skin cancer","Age 60+","North West","Female","All","194","0","0","0","0","0","1","39","46","25","45","40",".a",".a"
"5512","Skin tumours","2022","Skin cancer","Age 60+","North West","Male","All","477","0","2","1","0","1","6","85","76","94","114","118",".a",".a"
"5513","Skin tumours","2022","Skin cancer","Age 60+","South East","Female","All","336","1","0","0","0","1","15","9","38","64","101","141",".a",".a"
"5514","Skin tumours","2022","Skin cancer","Age 60+","South East","Male","All","918","0","1","0","1","4","39","30","75","158","269","431",".a",".a"
"5515","Skin tumours","2022","Skin cancer","Age 60+","South West","Female","All","308","0","1","0","0","0","7","26","48","73","93","76",".a",".a"
"5516","Skin tumours","2022","Skin cancer","Age 60+","South West","Male","All","923","0","0","0","0","3","16","40","153","238","268","243",".a",".a"
"5517","Skin tumours","2022","Skin cancer","All","All England","Female","All",".k",".k",".k",".k",".k",".k",".k",".k",".k",".k",".k",".k",".a",".a"
"5518","Skin tumours","2022","Skin cancer","All","All England","Male","All",".k",".k",".k",".k",".k",".k",".k",".k",".k",".k",".k",".k",".a",".a"
"5519","Skin tumours","2022","Skin cancer","All","All England","Female","All","110","5","7","0","1","3","13","17","21","32","29","40",".a",".a"
"5520","Skin tumours","2022","Skin cancer","All","All England","Male","All","76","0","4","2","0","1","6","14","12","12","28","23",".a",".a"
"5521","Skin tumours","2022","Skin cancer","Age 25+","All England","Female","All","156","0","2","0","0","2","26","35","43","37","35","36",".a",".a"
"5522","Skin tumours","2022","Skin cancer","Age 25+","All England","Male","All","169","0","2","0","1","6","49","20","42","44","59","62",".a",".a"
"5523","Skin tumours","2022","Skin cancer","Age 25+","All England","Female","All","76","0","0","0","0","1","8","9","11","18","28","19",".a",".a"
"5524","Skin tumours","2022","Skin cancer","Age 25+","All England","Male","All","142","0","0","0","0","3","33","24","29","31","49","45",".a",".a"
"5525","Skin tumours","2022","Skin cancer","Age 25+","All England","Female","All","144","0","0","0","0","0","13","7","25","25","48","52",".a",".a"
"5526","Skin tumours","2022","Skin cancer","Age 25+","All England","Male","All","309","0","0","0","0","4","35","31","34","73","88","122",".a",".a"
"5527","Skin tumours","2022","Skin cancer","Age 25+","All England","Female","All","168","0","0","0","0","1","11","18","25","34","49","54",".a",".a"
"5528","Skin tumours","2022","Skin cancer","Age 25+","All England","Male","All","255","0","0","0","0","0","19","15","38","58","66","97",".a",".a"
"5529","Skin tumours","2022","Skin cancer","Age 25+","All England","Female","All","574","0","3","0","1","15","111","92","118","154","165","175",".a",".a"
"5530","Skin tumours","2022","Skin cancer","Age 25+","All England","Male","All","513","2","9","0","1","6","157","82","112","129","173","192",".a",".a"
"5531","Skin tumours","2022","Skin cancer","Age 25+","All England","Female","All","197","0","0","0","1","1","33","26","40","47","69","50",".a",".a"
"5532","Skin tumours","2022","Skin cancer","Age 25+","All England","Male","All","448","0","1","1","0","2","90","47","81","117","149","148",".a",".a"
"5533","Skin tumours","2022","Skin cancer","Age 25+","All England","Female","All","179","1","1","0","0","1","17","10","33","38","56","62",".a",".a"
"5534","Skin tumours","2022","Skin cancer","Age 25+","All England","Male","All","539","0","0","0","2","1","65","50","69","117","164","207",".a",".a"
"5535","Skin tumours","2022","Skin cancer","Age 25+","All England","Female","All","1125","1","4","1","4","20","224","180","231","280","344","344",".a",".a"
"5536","Skin tumours","2022","Skin cancer","Age 25+","All England","Male","All","393","1","3","0","1","7","122","54","84","83","147","159",".a",".a"
"5537","Skin tumours","2022","Skin cancer","Age 25+","All England","Female","All","625","0","0","0","3","6","127","70","99","164","193","235",".a",".a"
"5538","Skin tumours","2022","Skin cancer","Age 25+","All England","Male","All","292","1","1","0","0","3","61","27","52","71","92","116",".a",".a"
"5539","Skin tumours","2022","Skin cancer","Age 25+","All England","Female","All","546","0","0","0","0","4","94","47","85","155","155","202",".a",".a"
"5540","Skin tumours","2022","Skin cancer","Age 25+","All England","Male","All","358","0","3","0","0","4","42","27","46","77","109","148",".a",".a"
"5541","Skin tumours","2022","Skin cancer","Age 25+","All England","Female","All","335","0","1","0","0","0","33","13","44","66","112","134",".a",".a"
"5542","Skin tumours","2022","Skin cancer","Age 25+","All England","Male","All","204","0","0","0","0","1","16","14","31","48","71","57",".a",".a"
"5543","Skin tumours","2022","Skin cancer","Age 25+","All England","Female","All","32","0","0","0","0","0","4","8","9","3","10","6",".a",".a"
"5544","Skin tumours","2022","Skin cancer","Age 25+","All England","Male","All","85","1","0","0","0","2","10","14","15","17","26","26",".a",".a"
"5545","Skin tumours","2022","Skin cancer","Age 25+","All England","Female","All","168","0","0","0","0","0","13","21","25","45","43","47",".a",".a"
"5546","Skin tumours","2022","Skin cancer","Age 25+","All England","Male","All","385","0","0","0","2","1","24","27","51","106","100","128",".a",".a"
"5547","Skin tumours","2022","Skin cancer","Age 25+","All England","Female","All","89","1","0","0","0","0","5","15","20","20","22","18",".a",".a"
"5548","Skin tumours","2022","Skin cancer","Age 25+","All England","Male","All","185","0","2","0","1","1","22","30","32","48","55","46",".a",".a"
"5549","Skin tumours","2022","Skin cancer","Age 25+","All England","Female","All","111","0","0","0","1","0","11","9","16","28","31","39",".a",".a"
"5550","Skin tumours","2022","Skin cancer","Age 25+","All England","Male","All","328","0","2","0","0","1","24","20","56","76","85","118",".a",".a"
"5551","Skin tumours","2022","Skin cancer","Age 25+","All England","Female","All","251","0","0","0","1","7","25","41","42","60","69","72",".a",".a"
"5552","Skin tumours","2022","Skin cancer","Age 25+","All England","Male","All","155","0","2","0","1","6","23","19","39","41","44","44",".a",".a"
"5553","Skin tumours","2022","Skin cancer","Age 25+","All England","Female","All","472","1","2","0","0","2","31","46","63","93","141","165",".a",".a"
"5554","Skin tumours","2022","Skin cancer","Age 25+","All England","Male","All","332","0","2","0","2","1","22","27","42","75","103","112",".a",".a"
"5555","Skin tumours","2022","Skin cancer","Age 25+","All England","Female","All","137","2","0","0","0","0","11","26","18","27","36","43",".a",".a"
"5556","Skin tumours","2022","Skin cancer","Age 25+","All England","Male","All","111","0","1","0","0","0","10","15","15","25","27","40",".a",".a"
"5557","Skin tumours","2022","Skin cancer","Age 25+","All England","Female","All","441","0","3","0","0","13","71","79","81","115","120","133",".a",".a"
"5558","Skin tumours","2022","Skin cancer","Age 25+","All England","Male","All","286","2","3","0","0","6","57","43","60","85","87","79",".a",".a"
"5559","Skin tumours","2022","Skin cancer","Age 25+","All England","Female","All","397","0","2","0","0","3","56","48","88","85","109","128",".a",".a"
"5560","Skin tumours","2022","Skin cancer","Age 25+","All England","Male","All","343","0","2","1","0","4","31","24","60","81","92","124",".a",".a"
"5561","Skin tumours","2013-2015","Skin cancer","All","All England","Female","All","187","1","0","0","0","2","4","40","28","42","43","41","0",".j"
"5562","Skin tumours","2013-2015","Skin cancer","All","All England","Male","All","43","0","0","0","0","0","1","3","10","7","12","12","0",".j"
"5563","Skin tumours","2013-2015","Skin cancer","Age 00-24","All England","Female","All","93","3","1","0","0","0","110","40","30","42","44","51","0","100"
"5564","Skin tumours","2013-2015","Skin cancer","Age 00-24","All England","Male","All","86","2","0","0","0","1","70","28","21","35","32","43","0","100"
"5565","Skin tumours","2013-2015","Skin cancer","Age 25+","East of England","Female","All","137","1","1","0","0","0","68","10","29","50","52","66","0","100"
"5566","Skin tumours","2013-2015","Skin cancer","Age 25+","East of England","Male","All","224","1","0","0","0","1","99","25","45","72","83","100","0","99.1"
"5567","Skin tumours","2013-2015","Skin cancer","Age 25+","Midlands","Female","All","179","2","1","0","0","1","106","36","42","67","74","70","0","99.3"
"5568","Skin tumours","2013-2015","Skin cancer","Age 25+","Midlands","Male","All","248","2","0","0","0","1","160","58","60","82","107","104","0","99.3"
"5569","Skin tumours","2013-2015","Skin cancer","Age 25+","North East and Yorkshire","Female","All","173","0","0","1","0","0","66","45","41","49","57","48","0","98.7"
"5570","Skin tumours","2013-2015","Skin cancer","Age 25+","North East and Yorkshire","Male","All","215","0","0","0","0","0","97","55","56","60","74","67","0","98.7"
"5571","Skin tumours","2013-2015","Skin cancer","Age 25+","North West","Female","All","147","1","0","0","0","0","79","47","49","38","49","44","0","99.6"
"5572","Skin tumours","2013-2015","Skin cancer","Age 25+","North West","Male","All","190","1","0","0","0","1","117","72","46","61","65","65","0","99"
"5573","Skin tumours","2013-2015","Skin cancer","Age 25+","South East","Female","All","186","0","0","0","0","2","142","16","41","62","85","126","0","100"
"5574","Skin tumours","2013-2015","Skin cancer","Age 25+","South East","Male","All","228","0","0","0","1","2","230","21","48","85","117","190","0","99.1"
"5575","Skin tumours","2013-2015","Skin cancer","Age 25+","South West","Female","All","146","0","1","0","0","1","64","20","38","45","62","47","0","99.5"
"5576","Skin tumours","2013-2015","Skin cancer","Age 25+","South West","Male","All","203","0","0","0","1","2","101","24","54","87","79","63","0","100"
"5577","Skin tumours","2013-2015","Skin cancer","Age 25+","East of England","Female","All","193","0","0","0","1","0","55","17","34","59","75","64","0","98.8"
"5578","Skin tumours","2013-2015","Skin cancer","Age 25+","East of England","Male","All","296","0","0","0","1","2","74","20","59","95","93","106","0","98.1"
"5579","Skin tumours","2013-2015","Skin cancer","Age 25+","Midlands","Female","All","212","0","0","0","0","1","86","41","46","62","78","72","0","97.9"
"5580","Skin tumours","2013-2015","Skin cancer","Age 25+","Midlands","Male","All","409","1","0","0","1","1","141","65","83","118","146","141","0","96.6"
"5581","Skin tumours","2013-2015","Skin cancer","Age 25+","North East and Yorkshire","Female","All","166","0","0","0","0","1","53","53","33","36","46","52","0","98.2"
"5582","Skin tumours","2013-2015","Skin cancer","Age 25+","North East and Yorkshire","Male","All","305","1","0","0","0","0","87","62","73","82","92","84","0","98"
"5583","Skin tumours","2013-2015","Skin cancer","Age 25+","North West","Female","All","161","0","0","0","0","0","69","40","36","37","50","67","0","97"
"5584","Skin tumours","2013-2015","Skin cancer","Age 25+","North West","Male","All","272","0","0","0","0","1","89","54","58","67","87","96","0","95"
"5585","Skin tumours","2013-2015","Skin cancer","Age 25+","South East","Female","All","192","0","0","0","0","1","117","14","37","48","82","129","0","97.7"
"5586","Skin tumours","2013-2015","Skin cancer","Age 25+","South East","Male","All","372","2","1","0","1","2","179","32","51","102","127","245","0","98.4"
"5587","Skin tumours","2013-2015","Skin cancer","Age 25+","South West","Female","All","183","0","0","0","0","1","68","15","44","69","54","70","0","98.4"
"5588","Skin tumours","2013-2015","Skin cancer","Age 25+","South West","Male","All","293","0","0","0","0","0","82","17","58","92","109","99","0","97.5"
"5589","Skin tumours","2013-2015","Skin cancer","Age 25+","East of England","Female","All","258","1","0","1","0","0","73","30","49","74","79","101","0","92.6"
"5590","Skin tumours","2013-2015","Skin cancer","Age 25+","East of England","Male","All","461","0","0","0","1","0","66","31","72","144","126","155","0","89.2"
"5591","Skin tumours","2013-2015","Skin cancer","Age 25+","Midlands","Female","All","336","0","0","0","0","1","103","55","76","89","115","105","0","93.5"
"5592","Skin tumours","2013-2015","Skin cancer","Age 25+","Midlands","Male","All","612","1","1","0","0","1","111","89","114","152","173","198","0","89.5"
"5593","Skin tumours","2013-2015","Skin cancer","Age 25+","North East and Yorkshire","Female","All","284","1","0","0","1","0","79","76","61","67","83","78","0","91.8"
"5594","Skin tumours","2013-2015","Skin cancer","Age 25+","North East and Yorkshire","Male","All","462","1","0","0","0","1","87","99","100","104","125","123","0","90.5"
"5595","Skin tumours","2013-2015","Skin cancer","Age 25+","North West","Female","All","263","0","1","0","0","1","83","78","51","57","86","76","0","95.4"
"5596","Skin tumours","2013-2015","Skin cancer","Age 25+","North West","Male","All","412","0","0","0","1","0","84","107","76","95","100","119","0","90.1"
"5597","Skin tumours","2013-2015","Skin cancer","Age 25+","South East","Female","All","354","0","0","0","0","1","148","31","41","87","128","216","0","95.6"
"5598","Skin tumours","2013-2015","Skin cancer","Age 25+","South East","Male","All","585","2","0","0","0","3","162","29","81","150","206","286","0","90.9"
"5599","Skin tumours","2013-2015","Skin cancer","Age 25+","South West","Female","All","272","0","0","0","0","2","65","19","51","85","92","92","0","95"
"5600","Skin tumours","2013-2015","Skin cancer","Age 25+","South West","Male","All","407","0","0","0","0","2","69","25","81","144","131","97","0","89.9"
"5601","Skin tumours","2013-2015","Skin cancer","Age 25+","East of England","Female","All","292","0","1","0","1","1","71","36","63","88","80","99","0","74.3"
"5602","Skin tumours","2013-2015","Skin cancer","Age 25+","East of England","Male","All","385","0","0","0","4","1","53","29","66","107","102","139","0","71.9"
"5603","Skin tumours","2013-2015","Skin cancer","Age 25+","London","Female","All","218","1","0","0","0","2","48","26","63","60","64","56","0","72.8"
"5604","Skin tumours","2013-2015","Skin cancer","Age 25+","London","Male","All","237","0","0","0","0","6","40","25","74","48","76","60","0","66.7"
"5605","Skin tumours","2013-2015","Skin cancer","Age 25+","Midlands","Female","All","412","0","0","0","0","1","112","80","80","119","145","101","0","75.8"
